created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Dec 13 23:59:51 +0000 2023;1735087166337028449;"Pada pembukaan debat Capres Ganjar tanggapi wacana demokrasi dari Paslon Nomor Urut 1 dengan mengungkapkan bahwa demokrasi tak dapat terwujud tanpa peran Partai Politik #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/O5ERFqjY0g";0;0;0;0;in;1429083759249264643;1735087166337028449;siagaselalu;https://twitter.com/siagaselalu/status/1735087166337028449
Wed Dec 13 23:59:19 +0000 2023;1735087031611724129;"@Dennysiregar7 Mari kita dukung capres yang pernah jadi pelayan rakyat, yg kinerjanya bagus seperti pak ganjar ia lah sosok yang tepat untuk memimpin Indonesia";0;0;0;0;in;1495406394631098368;1734873763148374199;masukkn;https://twitter.com/masukkn/status/1735087031611724129
Wed Dec 13 23:58:33 +0000 2023;1735086840997355556;"Insya'allah AMANAH Bapak,Ibu, dan saudara/i semua..... Ganjar - Mahfud beda sekali dg capres yg lain... SAT - SET, TAS- TES, WAT - WET.....🤟🤟🤟 TUANKU ADALAH RAKYAT...🙏 #GanjarMahfudSatset  #GanjarSikatKorupsi  #GanjarMahfudM3nang https://t.co/GhjCrSh4Ig";0;2;4;15;in;1605181161499947009;1735086840997355556;AlfatihDhany;https://twitter.com/AlfatihDhany/status/1735086840997355556
Wed Dec 13 23:55:54 +0000 2023;1735086172588900766;"@Melihat_Indo Pokoknya debat semalam pak ganjar yang paling tegas dari capres lainnya";0;0;0;0;in;1682264465449058304;1734927939358400760;sasomey98;https://twitter.com/sasomey98/status/1735086172588900766
Wed Dec 13 23:55:26 +0000 2023;1735086056876474596;"@ganjarpranowo @mohmahfudmd Pak Ganjar Mahfud memang selalu berkomitmen , memang terbaikk sekali pasangan capres dan cawapres ini";0;0;0;0;in;1682034488065548289;1734825872543346892;Ekoiisaputra;https://twitter.com/Ekoiisaputra/status/1735086056876474596
Wed Dec 13 23:53:49 +0000 2023;1735085647898317054;"@Melihat_Indo jelas sih pak ganjar yang paling oke diantara capres lainnya dalam debat ini";0;0;0;0;in;880395199926677504;1734927939358400760;skiwve;https://twitter.com/skiwve/status/1735085647898317054
Wed Dec 13 23:53:42 +0000 2023;1735085620735991950;"INGATLAH   Wahai Saudara Saudari se bangsa dan se Tanah air   Agar  NKRI dapat GANJARAN HIDAYAH BAROKAH dan IJIN dari Tuhan YME   Maka  Pilih lah Pak Ganjar.  Tuhan menyukai Capres yang LEGAL Konstitusional dg nomor ganjil 3";0;1;1;4;in;2549357702;1735085620735991950;sabar_setiabudi;https://twitter.com/sabar_setiabudi/status/1735085620735991950
Wed Dec 13 23:49:09 +0000 2023;1735084472310300986;"@Melihat_Indo Performa Pak Ganjar saat melakukan debat capres kemarin nggak kaleng-kaleng";0;0;0;0;in;1620519917043781632;1734927939358400760;a8_adrian;https://twitter.com/a8_adrian/status/1735084472310300986
Wed Dec 13 23:49:05 +0000 2023;1735084458083320282;"INGATLAH   Wahai Saudara Saudari se bangsa dan se Tanah air   Agar  NKRI dapat GANJARAN HIDAYAH BAROKAH dan IJIN dari Tuhan YME   Maka  Pilih lah Pak Ganjar.  Tuhan menyukai Capres yang LEGAL Konstitusional dg nomor ganjil 3";0;0;1;8;in;2549357702;1735084458083320282;sabar_setiabudi;https://twitter.com/sabar_setiabudi/status/1735084458083320282
Wed Dec 13 23:48:26 +0000 2023;1735084293632995757;"INGATLAH   Wahai Saudara Saudari se bangsa dan se Tanah air   Agar  NKRI dapat GANJARAN HIDAYAH BAROKAH dan IJIN dari Tuhan YME   Maka  Pilih lah Pak Ganjar.  Tuhan menyukai Capres yang LEGAL Konstitusional dg nomor ganjil 3";0;0;0;1;in;2549357702;1735084293632995757;sabar_setiabudi;https://twitter.com/sabar_setiabudi/status/1735084293632995757
Wed Dec 13 23:48:17 +0000 2023;1735084255578058980;"@adnardn Aku tidak ingin ngomongin soal debat mereka apalagi cara mereka saling beradu argumen. Lebih ke pengenalan dari 3 pihak (Capres/Cawapres) yang paling terkenal menurutku Pak Prabowo - Pak Ganjar - Pak Anis.";0;1;0;0;in;1682642065652613121;1734779870281179205;Tombokang;https://twitter.com/Tombokang/status/1735084255578058980
Wed Dec 13 23:45:57 +0000 2023;1735083669671604698;"@Melihat_Indo Penampilan pak Ganjar dalam debat capres pertama keren";0;0;0;0;in;1707336146697814016;1734927939358400760;hastab_rata;https://twitter.com/hastab_rata/status/1735083669671604698
