created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Dec 02 23:49:11 +0000 2023;1731098214697251122;"@ganjarpranowo Mas ganjar coba dulu lempar isu radikal radikal mungkin rakyat rakyat tolol pasti akan lebih cepat kemakan";0;0;0;0;in;1569589180912762880;1730920086813417802;brainnolimit1;https://twitter.com/brainnolimit1/status/1731098214697251122
Sat Dec 02 23:21:20 +0000 2023;1731091207970009497;"@idrisbue 1. Emang ada bukti kl Banteng yg manggil eks ketua KPK utk mainkan isu Setnov soal E-KTP? 2. Emang Banteng segoblok itu blunder? Isu yg bakal jerumuskan Ganjar? 3. Kl bisa buktikan keterlibatan Ganjar ya bagus jangan rakyat disuguhi maling.  Bisa buktikan? panik gak? 🤣";0;0;0;0;in;77907453;1730768664201486386;Juwono_Sugianto;https://twitter.com/Juwono_Sugianto/status/1731091207970009497
Sat Dec 02 23:12:21 +0000 2023;1731088944354439348;"“Gorengan” Isu HAM Anies-Ganjar Tak Laku?  https://t.co/YBrfUvGJCV  #pilpres2024 #aniesmuhaimin #prabowogibran #ganjarmahfud #pinterpolitik #politikindonesia #beritapolitik #beritapolitikterkini #beritapolitikterbaru";0;0;0;0;in;798770586784702464;1731088944354439348;pinterpolitik;https://twitter.com/pinterpolitik/status/1731088944354439348
Sat Dec 02 22:27:28 +0000 2023;1731077651249664262;"@deddysitorus @Ziacantik82201 Bg pembenci GP, tdk ada bahan utk menyudutkan Ganjar. Hanya isu fitnah yg didaur ulang. Otak dan nalar mereka rusak krn benci. Itu kaum tuna waras.. 🤣 kata PS di jogetin aja. GP - MD itu paket lengkap, paket trias politica. Lain dg pasangan karbitan yg takut debat, 🤣🤣🤣🤣";0;1;0;3;in;1120259852754755584;1730980610343395391;HalimRudianto;https://twitter.com/HalimRudianto/status/1731077651249664262
Sat Dec 02 18:43:27 +0000 2023;1731021274082890127;"Menariknya adalah  Saat kubu Ganjar rame2 bikin isu sampah, Mbak Puan skrg selalu berada di sisi yang berlawanan atau minimal lebih realistis Jangan2 ganjar cuma tumbal buat naikin citra puan   Konspirasi liar aja";0;0;0;0;in;1142455856375578624;1731021274082890127;MuSaatIni;https://twitter.com/MuSaatIni/status/1731021274082890127
Sat Dec 02 13:11:41 +0000 2023;1730937781499957444;"@FayaAtika Ada atau tidak isu itu, buat sy ga ngaruh   Tetap Ganjar-Machfud";0;0;0;0;in;1216705050916974592;1730748457470828981;Jin1frit;https://twitter.com/Jin1frit/status/1730937781499957444
Sat Dec 02 12:31:29 +0000 2023;1730927668093411663;"Isu ini dari kemarin ramai, istana bantah, tapi yg membenarkan pernyataan KPK juga byk.  Sy ga ikut2an siapa yg benar, sy cuma mau bilang, terimakasih kpd seluruh pimpinan @KPK_RI dan penyidik saat itu yg terus bongkar kasus e-KTP.  Berkat kalian terbukti Ganjar ga terlibat,… https://t.co/Hy94MBfHK2";14;54;216;606;in;154435354;1730927668093411663;ch_chotimah2;https://twitter.com/ch_chotimah2/status/1730927668093411663
Sat Dec 02 12:17:03 +0000 2023;1730924034618237197;"@PartaiSocmed Mereka tau suara Ganjar udah ga akan ketolong jadi dipakai lah cara cara yg jelek dan ga bagus utk nyerang lawan nya hanya utk sekedar bikin berisik aja, perhatiin aja dr kemaren isu nya gajelas semua yg dipake pendukung ganjar 😂";0;2;0;0;in;1499464289404407815;1730893344367337738;painkilaa;https://twitter.com/painkilaa/status/1730924034618237197
Sat Dec 02 11:34:02 +0000 2023;1730913208440107446;"Di Sragen, Isu Pupuk Mahal Karena Ganjar Beredar Luas di Kalangan Petani https://t.co/p04hlQQQXX";0;0;0;0;in;1578986832762589184;1730913208440107446;suara_solo;https://twitter.com/suara_solo/status/1730913208440107446
Sat Dec 02 10:02:16 +0000 2023;1730890115294371985;"@PocoRedmip3397 @sepedatua74 @kurawa Heleh https://t.co/qvMuy8dA7S lagi.dlu mbak puan jg pernah ngomong kl MK mengabulkan putusan itu Gibran jg bsa maju jadi cawapresnya Ganjar cmn gegara nenek gengsi aj ma Jokowi jadi menunjuk p Mahfud.coba JD cawapresnya Ganjar isu MK ini ga akan d ungkit trs🤣";0;1;1;2;in;1495618492111884289;1730779585728655799;nana140920;https://twitter.com/nana140920/status/1730890115294371985
