created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Dec 11 23:49:37 +0000 2023;1734359817509326866;"@Ganjar_Mahfud03 Saya malah berpikiran gencarnya mem viralkan survey demi mengalihkan bbrp blunder..  1. Baliho gemoy yg ada unsur pelangi 2. Baliho naruto yg jelas ada hak cipta 3. Meredakan pembahasan asam sulfat 4. Isu ade armando menyenggol Kesultanan jogja 5. Video abu janda dukung Israel.";0;0;0;0;in;2923501148;1734208305885835323;Chan_Che_Wok;https://twitter.com/Chan_Che_Wok/status/1734359817509326866
Mon Dec 11 23:48:26 +0000 2023;1734359518526792023;"@islah_bahrawi Kasihan Pak Ganjar, Terbukti serang kehormatan presiden &amp  keluarga adalah blunder fatal buzzer 03..!";0;0;0;0;in;98599828;1734066978107859065;Yoed_17;https://twitter.com/Yoed_17/status/1734359518526792023
Mon Dec 11 22:37:39 +0000 2023;1734341705162514545;"@kumparan pak ganjar itu bukan tipe yang blunder, kalo jelek dibilang bagus. kalo memang itu jelek ya dikritik, masak iya mau didiemin padahal itu menghancurkan demokrasi negara.";0;0;0;0;in;1719326010922123264;1734176476734562370;cherylayuuuu;https://twitter.com/cherylayuuuu/status/1734341705162514545
Mon Dec 11 20:39:08 +0000 2023;1734311876811755985;"@kumparan Pak Ganjar mah orangnya terus terang gak blunder. ga asal ceplas ceplos";0;0;0;0;in;1708097788435963904;1734176476734562370;saktiys87;https://twitter.com/saktiys87/status/1734311876811755985
Mon Dec 11 18:13:51 +0000 2023;1734275315994894527;"@AzfaOmar 23.00 : nonton semua blunder ganjar  24.00 : tidur";0;1;0;0;in;1170715072819167242;1734256306419310913;wahyurizzzki;https://twitter.com/wahyurizzzki/status/1734275315994894527
Mon Dec 11 18:00:03 +0000 2023;1734271843127959637;"@kumparan pak Ganjar itu udah baik, bukan jelek dibilang bagus, blunder, kritik itu harusnya wajar untuk bisa lebih baik";0;0;0;0;in;1697780635937783808;1734176476734562370;rismwdi;https://twitter.com/rismwdi/status/1734271843127959637
Mon Dec 11 17:02:53 +0000 2023;1734257456656834604;"Anies dan pendukungnya akhir2 ini banyak blunder. Semakin berat menang pilpres 2024...  Kesempatan Ganjar memperbaiki elektabilitas...  Prabowo diatas angin...";0;0;0;0;in;1730609680819666944;1734257456656834604;athlogan1986;https://twitter.com/athlogan1986/status/1734257456656834604
Mon Dec 11 16:21:10 +0000 2023;1734246957848350755;"Survei LSI Denny JA Ungkap Blunder Ganjar-Mahfud yang Berisiko Bikin Gugur di Putaran Pertama https://t.co/bZypvHJUPc";0;0;0;1;in;456426648;1734246957848350755;merdekadotcom;https://twitter.com/merdekadotcom/status/1734246957848350755
Mon Dec 11 16:05:20 +0000 2023;1734242975558099011;"Ganjar Pranowo Mahfud MD adalah kolaborasi prestasi. Tidak ada blunder sama sekali.   Track recordnya cukup meyakinkan. Maka survei yang begitu tidak masuk akal";0;0;0;0;in;1539976750129893377;1734242590260945315;selancaran;https://twitter.com/selancaran/status/1734242975558099011
Mon Dec 11 16:00:37 +0000 2023;1734241786594570323;"Survei LSI Denny JA Ungkap Blunder Ganjar-Mahfud yang Berisiko Bikin Gugur di Putaran Pertama https://t.co/EBe1GFnVBw #KLYNews";0;23;3;19;in;47596019;1734241786594570323;liputan6dotcom;https://twitter.com/liputan6dotcom/status/1734241786594570323
Mon Dec 11 15:58:21 +0000 2023;1734241219113529610;"@kumparan Ganjar bukan tipe orang yg jelek dibilang bagus, jadi bukan blunder, kalo memang itu jelek ya dikritik, masak iya mau didiemin padahal itu menghancurkan demokrasi negara dan menubruk hukum, begitu pula kalo baik bakal dilanjutin";0;0;0;0;in;1698227001121988608;1734176476734562370;BrianAnggoro123;https://twitter.com/BrianAnggoro123/status/1734241219113529610
Mon Dec 11 15:43:49 +0000 2023;1734237559696585137;"@kumparan Ganjar bukan tipe orang yg jelek dibilang bagus, jadi bukan blunder, kalo memang itu jelek ya dikritik, masak iya mau didiemin padahal itu menghancurkan demokrasi negara dan menubruk hukum, begitu pula kalo baik bakal dilanjutin";0;0;0;0;in;1700637964270010368;1734176476734562370;dimaalfi;https://twitter.com/dimaalfi/status/1734237559696585137
Mon Dec 11 15:41:32 +0000 2023;1734236984275841331;"@PartaiSocmed Awalnya udah yakin pilih Ganjar wlwpun blunder pildun. Stlh Gibran resmi jadi Cawapres mulai bimbang, krn suka dgn kepemimpinan Gibran di Solo. Semakin kesini liat buzzer 03 kok eneg sampai puncaknya drama mewek didepan makam Ibunda Pak Jokowi.";0;1;0;2;in;2646819870;1734230327219114266;namekian___;https://twitter.com/namekian___/status/1734236984275841331
Mon Dec 11 15:41:00 +0000 2023;1734236852897599804;"@kumparan Pak Ganjar bukan tipe yang blunder, kalo ada salah ya siap dikritik daripada dibiarkan saja";0;0;0;0;in;1307604533451714560;1734176476734562370;hamalmalan;https://twitter.com/hamalmalan/status/1734236852897599804
Mon Dec 11 15:39:58 +0000 2023;1734236590061613327;"@kumparan Ganjar bukan tipe orang yg jelek dibilang bagus, jadi bukan blunder, kalo memang itu jelek ya dikritik, masak iya mau didiemin padahal itu menghancurkan demokrasi negara dan menubruk hukum, begitu pula kalo baik bakal dilanjutin";0;0;0;0;in;1708580052030636032;1734176476734562370;Acong3732;https://twitter.com/Acong3732/status/1734236590061613327
