created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Dec 04 21:32:36 +0000 2023;1731788619067597072;"@kompascom Ia kok aneh Ganjar tinggal di pulau jawa Pak jokowi dan gibran juga tinggal di pulau jawa  Pak ganjar kampanye diindonesia  Eh pak jokowi juga kerja/tugas diindonesia  Alternatif, jadwal presiden bocor dan didahului si ganjar kan ada ong pdip di istana";0;0;0;0;in;1624640931168415745;1731545881609183352;FatraIncs;https://twitter.com/FatraIncs/status/1731788619067597072
Mon Dec 04 18:16:30 +0000 2023;1731739270468280562;"@rizkypuetraaa @BosPurwa yah klo lh banteng milih nya ganjar lah kocak... aneh betul nih buzzer.. apa udah kebrain wash ama si memed makanya jadi tolol 🤭🤣";0;0;0;0;in;1674415496;1731570317238456446;RH4dore;https://twitter.com/RH4dore/status/1731739270468280562
Mon Dec 04 16:17:01 +0000 2023;1731709200752099597;"Kenapa Pak Jkw suka sekali mengintili Pak Ganjar ya. Kmn Pak Ganjar pasti langsung Pak Jkw turun. Aneh bin ajaib. Ini membuktikan pak jkw kepo dan takut Ganjar menang😁";0;0;1;0;in;828564536;1731709200752099597;EstherHtg;https://twitter.com/EstherHtg/status/1731709200752099597
Mon Dec 04 14:40:05 +0000 2023;1731684805677342998;"@BurhanMuhtadi Maksud apa ini? Gak terima  Bocor Halus TEMPO terkait cara kerja lembaga surve?  Digujur bansos dulu, baru disurvei. Mas Burhan, declarekan saja dari mana dana survei sehingga di mata publik aneh?? Benar kan dari pemesan Prabowo? Gak masalah. Masa di Jatim Ganjar kalah telak??";0;0;1;10;in;1716136366843822080;1731668142982840783;SabaruddinS64;https://twitter.com/SabaruddinS64/status/1731684805677342998
Mon Dec 04 13:46:41 +0000 2023;1731671367660032446;"Semuanya nyerang Prabowo Gibran, aneh bgt sampe begitunya panik takut kalah pilpres 🤣 #prabowogibran #pilpres #buzzer #amin #ganjar bersatu buat mgejatuhin Prabowo Gibran karena takut kalah pilpres 🤣";0;0;0;0;in;1215435135790669825;1731671367660032446;anwartanumyn;https://twitter.com/anwartanumyn/status/1731671367660032446
Mon Dec 04 13:35:28 +0000 2023;1731668546135208181;"@VIVAcoid Aneh asok berita nya anies tapi muka nya Ganjar..";0;5;0;28;in;129775852;1731665811595514309;namakuirfan1;https://twitter.com/namakuirfan1/status/1731668546135208181
Mon Dec 04 13:30:35 +0000 2023;1731667316260405397;"@BurhanMuhtadi @indikatorcoid Abangkan Ganjar garis lurus... Buzer Ganjarkn tugasnya merusak harga diri PK.jokowi.  knp Abang ngebela PK.president. aneh";0;0;0;0;in;1081327940506345472;1731657133903741257;Cuplis74314065;https://twitter.com/Cuplis74314065/status/1731667316260405397
Mon Dec 04 13:14:34 +0000 2023;1731663286062735524;"Gibran pake cara aneh, Ganjar-Mahfud pake cara yang jelas dan terbuka. @YODIkmspy  https://t.co/1eCWtImc0o";0;0;0;0;in;1688457532422119424;1731663286062735524;ikanafiyyah;https://twitter.com/ikanafiyyah/status/1731663286062735524
Mon Dec 04 13:13:01 +0000 2023;1731662896743223729;"Ganjar emang beda, gak usah cari-cari cara aneh buat jadi pemimpin. @TCandraAP  https://t.co/nHixHL4dgq";0;0;0;0;in;1681858179016323072;1731662896743223729;obbyysuhendii;https://twitter.com/obbyysuhendii/status/1731662896743223729
Mon Dec 04 12:56:47 +0000 2023;1731658810060935509;"Ganjar emang punya kapasitas, gak perlu pakai cara aneh-aneh buat jadi pemimpin. @TastyButtze  https://t.co/C5zPoFTWi3";0;0;0;0;in;1678975656938582019;1731658810060935509;putrianjani91;https://twitter.com/putrianjani91/status/1731658810060935509
Mon Dec 04 12:46:44 +0000 2023;1731656280518078898;"@DedynurPalakka @DuduAku16 @psi_id Ya inti dari segala inti sudah bisa di tebak broo, psi itu sakit hati sama pdip dan ganjar...tapi kalo memang psi itu tetap menjaga idealismenya saya yakin tetap sesuai dgn hati nuraninya, coba @Uki23 aja gak dukung p ganjar krn alasan pendukungnya...aneh sihh";0;0;0;3;in;1454569099137220608;1731569138227933546;Andreas190881;https://twitter.com/Andreas190881/status/1731656280518078898
Mon Dec 04 12:03:26 +0000 2023;1731645385041723790;"@suryadelalu Barangkali ada yang masih mendengar TGB dalam urusan agama, tapi untuk urusan politik sudah lama TGB nggak didengar masyarakat Lombok. Bergabung dengan Jokowi lalu Ganjar itu aneh banget bagi masyarakat Lombok.";0;0;0;0;in;1404818691280183302;1731292472796708864;Jupri56024559;https://twitter.com/Jupri56024559/status/1731645385041723790
Mon Dec 04 11:55:45 +0000 2023;1731643448065990928;"@geloraco Masih mending Ganjar Mahfud.. fokus berantas KKN dn perbaiki kinerja pemerintah, ga pake dukung yg aneh aneh";0;0;0;0;in;1186526443569741824;1731592717166375279;ariyfebri1;https://twitter.com/ariyfebri1/status/1731643448065990928
Mon Dec 04 11:33:59 +0000 2023;1731637970611183892;"Gibran ini mah pake cara aneh-aneh, Ganjar-Mahfud udah biasa bawaannya cool aja! @kevinzebua_  https://t.co/ReOSjphHso";0;0;0;0;in;1684386763329146881;1731637970611183892;DaraDariani;https://twitter.com/DaraDariani/status/1731637970611183892
Mon Dec 04 11:12:27 +0000 2023;1731632553470365710;"Gibran ini mah pake cara aneh-aneh. Ganjar-Mahfud lebih classy! @khazuhh  https://t.co/rZmccr2QsM";0;0;0;0;in;1685942115862507521;1731632553470365710;ElisaMirannda13;https://twitter.com/ElisaMirannda13/status/1731632553470365710
Mon Dec 04 10:47:39 +0000 2023;1731626313893757005;"Gibran pake cara aneh, Ganjar-Mahfud pake karya nyata. @lokotree223273  https://t.co/cPhg7fcdHA";0;0;0;0;in;1685884437303812096;1731626313893757005;SSolikun00;https://twitter.com/SSolikun00/status/1731626313893757005
Mon Dec 04 10:41:06 +0000 2023;1731624661908369414;"Kalau Gibran pake cara aneh, Ganjar-Mahfud punya cara yang bener buat bawa perubahan. @pamqkas  https://t.co/FCFKoeYKkk";0;0;0;0;in;1686570871161552896;1731624661908369414;arjunputra87512;https://twitter.com/arjunputra87512/status/1731624661908369414
Mon Dec 04 08:37:36 +0000 2023;1731593583474733330;"@AbdulRa06583550 @detikcom kalau amin yg di giniin,di bilang fitnah.keluarga jokowi atau ganjar yg di giniin pasti bilangnya fakta,kok aneh sekali🤣";0;0;0;0;in;1549295635593334784;1731190275119149496;andinoe75187577;https://twitter.com/andinoe75187577/status/1731593583474733330
Mon Dec 04 07:37:43 +0000 2023;1731578514103783540;"@yusuf_dumdum Aneh juga yg nanya, ngapain nanya ke dia kan Ganjar dah pasti ga menang,  Elektabilitas terjun bebas ges";0;0;0;0;in;1499464289404407815;1731562693025517711;painkilaa;https://twitter.com/painkilaa/status/1731578514103783540
Mon Dec 04 06:52:23 +0000 2023;1731567103642398906;"@narkosun Biasa aja, stafsus khan emang digaji..  Yg aneh tuh kader pdip macam Kirana Larasati aja ga percaya kapabilitas ganjar, hingga keluar dari banteng demi mendukung PS.. nah lho, orang dlm aj ga yakin, masak kamu enggak.. https://t.co/0Q6mTOEoOZ";0;0;0;0;in;1710314966564458496;1731301172756287986;freak60293;https://twitter.com/freak60293/status/1731567103642398906
Mon Dec 04 06:07:56 +0000 2023;1731555918591193431;"@idrisbue Begini saja. Ade Armando itu menghina kesultanan Yogyakarta dan masyarakat Yogyakarta. Apa hubungannya dengan E-KTP. Dan E-KTP jelas Agus menyebut Jokowi marah karena kasus E-KTP dilanjut. Pak Ganjar oleh penyelidik KPK  Novel Baswedan dikatakan bersih. Aneh ini orang";0;0;0;1;in;558402914;1731477419943677955;SiahaanSabeth;https://twitter.com/SiahaanSabeth/status/1731555918591193431
Mon Dec 04 04:50:59 +0000 2023;1731536555322515954;"@catdzuken Ganjar aneh bgt ke rote ga ke RS nya hhhh";0;1;0;0;in;346890301;1731535473343148097;secrettfans;https://twitter.com/secrettfans/status/1731536555322515954
Mon Dec 04 04:28:11 +0000 2023;1731530816487096830;"@AdiyatJatiW Lalu kalau Pusat punya proyek, Daerah bisa menolak? Mereka satu partai loh. Kenapa tidak memprotes Pusat sbg yg bikin kebijakan? Semua telunjuk ke Ganjar, tapi tidak satu pun ke PUPR atau PSN. Aneh.";0;0;0;0;in;58825602;1731167030060175662;icukprayogi;https://twitter.com/icukprayogi/status/1731530816487096830
