created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Nov 14 23:59:53 +0000 2023;1724577926212198622;"@Gus_Raharjo @ganjarpranowo @mohmahfudmd Ganjar Mahfud M3nang akan membuat rakyat inddonesia bangga sih https://t.co/v8QSDpahsj";0;0;0;0;in;1673924491565576193;1724423635824238981;ElissaJohn35265;https://twitter.com/ElissaJohn35265/status/1724577926212198622
Tue Nov 14 23:59:50 +0000 2023;1724577916124856618;"@Gus_Raharjo @ganjarpranowo @mohmahfudmd Siap mendukung hingga Ganjar Mahfud M3nang maju terus Indonesia ku https://t.co/pKQj3Gdx2d";0;0;0;0;in;769172119166918656;1724423635824238981;sivxmzlykbgce;https://twitter.com/sivxmzlykbgce/status/1724577916124856618
Tue Nov 14 23:59:47 +0000 2023;1724577902887674134;"@ganjarpranowo Mari pak Ganjar bergerak bersama demi mewujudkan indonesia yang lebih baik lagi";0;0;0;0;in;1665918407584387072;1724420863053778995;NewsIndo_Media;https://twitter.com/NewsIndo_Media/status/1724577902887674134
Tue Nov 14 23:59:42 +0000 2023;1724577880565494263;"@Melihat_Indo @ganjarpranowo Tak habis pikir sama baliho2 pak Ganjar yang di copot. Namun di balik itu semua ternyata banyak masyarakat yg empati dan siap rumah nya di pasang baliho 👍👍 #HilangSatuPasangSeribu";0;0;0;0;in;1668827428624691200;1724416191513453009;nisabian47;https://twitter.com/nisabian47/status/1724577880565494263
Tue Nov 14 23:59:28 +0000 2023;1724577820624691578;"@ganjarpranowo Gaspoll rakyat selalu bersama pak Ganjar";0;0;0;1;in;1420984565162680322;1724420863053778995;kanggoriiko;https://twitter.com/kanggoriiko/status/1724577820624691578
Tue Nov 14 23:59:21 +0000 2023;1724577792430682131;"@RizkiR4madani @ganjarpranowo Pinter ya pak Ganjar ngomong nya...sama kayak Anies...😁😁 Tp biasanya yg seperti ini hasilnya alasan doang..";0;0;0;0;in;946223538414936064;1724567981605409073;Vanyudha2;https://twitter.com/Vanyudha2/status/1724577792430682131
Tue Nov 14 23:59:16 +0000 2023;1724577772600021343;"@Gus_Raharjo @ganjarpranowo @mohmahfudmd Kawal terus pak ganjar mahfud yang akan membawa perubahan positif dalam tata kelola pemerintahan dan pembangunan ekonomi. Ganjar Mahfud M3nang https://t.co/0kknhMvspm";0;0;0;1;in;1704979551971872770;1724423635824238981;QuinnWoody50784;https://twitter.com/QuinnWoody50784/status/1724577772600021343
Tue Nov 14 23:59:14 +0000 2023;1724577761350885445;"@ganjarpranowo semoga Pak Ganjar dan Abuya Muhtadi sehat terus ya mashaallah lancar segala hal baik";0;0;0;0;in;1597912422244765697;1724266177478943124;liviagunawan21;https://twitter.com/liviagunawan21/status/1724577761350885445
Tue Nov 14 23:59:09 +0000 2023;1724577741813764099;"@Gus_Raharjo @ganjarpranowo @mohmahfudmd Kami siap dukung Ganjar mahfud menang satu putaran untuk Indonesia  unggul Salam Ganjar Mahfud M3nang";0;0;0;0;in;1705204237700087809;1724423635824238981;DIstikomah46479;https://twitter.com/DIstikomah46479/status/1724577741813764099
Tue Nov 14 23:59:05 +0000 2023;1724577726827511909;"@Gus_Raharjo @ganjarpranowo @mohmahfudmd Sudah pasti saya yakin bahwa Ganjar Mahfud M3nang https://t.co/8v3ggOsNct";0;0;0;0;in;788450151719247872;1724423635824238981;zvpisbpqtcmru;https://twitter.com/zvpisbpqtcmru/status/1724577726827511909
Tue Nov 14 23:59:00 +0000 2023;1724577706107707819;"@ganjarpranowo Yok bisa yok kita kawal terus pak ganjar buat wujudkan mimpi rakyat untuk sejahtera";0;0;0;0;in;1703411242394927104;1724420863053778995;SesVera182698;https://twitter.com/SesVera182698/status/1724577706107707819
Tue Nov 14 23:58:49 +0000 2023;1724577658632327317;"@Gus_Raharjo @ganjarpranowo @mohmahfudmd Ganjar Mahfud M3nang Untuk indonesia lebih bermartabat";0;0;0;1;in;1397729940003377152;1724423635824238981;08sarraah;https://twitter.com/08sarraah/status/1724577658632327317
Tue Nov 14 23:58:34 +0000 2023;1724577595562565981;"@ganjarpranowo Betul sekali bapak yang menentukan adalah rakyat mari bersama bapak Ganjar-Mahmud kita wujudkan Indonesia maju.";0;0;0;0;in;1697100222718173184;1724420863053778995;ajja_roni49494;https://twitter.com/ajja_roni49494/status/1724577595562565981
Tue Nov 14 23:58:31 +0000 2023;1724577581763358955;"@Nikmatul_Sg @ganjarpranowo Dengan kebijakan pendidikan yang inovatif, Pak Ganjar merancang langkah-langkah konkret untuk membawa kemajuan signifikan dalam pengentasan kemiskinan di Jateng. Terobosan Strategis Ganjar";0;0;0;0;in;1466964742912700416;1724317907034014124;ashillazmt;https://twitter.com/ashillazmt/status/1724577581763358955
Tue Nov 14 23:58:27 +0000 2023;1724577565841715615;"@Nikmatul_Sg @ganjarpranowo Terobosan Strategis Ganjar gak oernaah diragukan lg si dr zaman gubernur hingga kini👍 https://t.co/Y5u3mINfFO";0;0;0;0;in;1713002920634155008;1724317907034014124;Namira378032;https://twitter.com/Namira378032/status/1724577565841715615
Tue Nov 14 23:58:27 +0000 2023;1724577564126298335;"@Nikmatul_Sg @ganjarpranowo Rakyat berjuang untuk mendapatkan pekerjaan, pemerintah mendengarkan dan menyediakan lapangan. Trobosan Strategis Ganjar 💪 https://t.co/ChIAYEDhbx";0;0;0;0;in;1710153899162963968;1724317907034014124;emjamrep;https://twitter.com/emjamrep/status/1724577564126298335
Tue Nov 14 23:58:23 +0000 2023;1724577548447940728;"@Melihat_Indo @ganjarpranowo #HilangSatuPasangSeribu Semua ke depannya kita bisa melindungi Pak Ganjar dari aparat yang tidak bertanggung jawab";0;0;0;0;in;1707318119373627392;1724416191513453009;Ncwin25;https://twitter.com/Ncwin25/status/1724577548447940728
Tue Nov 14 23:58:18 +0000 2023;1724577529732943899;"@Gus_Raharjo @ganjarpranowo @mohmahfudmd Ganjar Mahfud M3nang, Indonesia makmur dan insyaallah bebas dari korupsi https://t.co/Vv2T4atiSH";0;0;0;0;in;536038885;1724423635824238981;lucastill98;https://twitter.com/lucastill98/status/1724577529732943899
Tue Nov 14 23:58:18 +0000 2023;1724577528072098074;"@Melihat_Indo @ganjarpranowo #HilangSatuPasangSeribu  Pak Ganjar itu sosok yang baik dan jujur, makanya banyak rakyat yang sayang, kl dia disalahin ya pasti banyak yang belain..";0;0;0;0;in;1665918407584387072;1724416191513453009;NewsIndo_Media;https://twitter.com/NewsIndo_Media/status/1724577528072098074
Tue Nov 14 23:58:18 +0000 2023;1724577526901780616;"@ganjarpranowo bersama Pak Ganjar kita wujudkan mimpi rakyat menuju Indonesia makmur";0;0;0;0;in;1702966253911203840;1724420863053778995;aulialevaria;https://twitter.com/aulialevaria/status/1724577526901780616
