"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1729760809931465039","Wed Nov 29 23:59:51 +0000 2023","0","@jokowi Harapan sy semoga siapapun presiden terpilih tetap melanjutkan pembangunan IKN. Yakinkah pak Jokowi bahwa Prabowo yg diendors itu dapat bapak kendalikan tuk tetap melanjutkan IKN? Kwartir aja pak. Jangan2 bapak sedang dikadlin moga tidak.","1730013736935768540","","jokowi","in","","0","0","0","https://twitter.com/Cohen_ilik/status/1730013736935768540","1723313785560330241","Cohen_ilik"
"1729819907515359342","Wed Nov 29 23:55:38 +0000 2023","0","@WagimanDeep212_ Baru pimpin Dephan saja utangnya jor2an. Klo jadi presiden bisa bangkrut nih Indonesia. Spt narasinya selama ini 2030 Indonesia bubar. Makanya jangan pilih Prabowo. Bahaya.","1730012675084832891","","WagimanDeep212_","in","","0","0","0","https://twitter.com/kitrun2/status/1730012675084832891","1076513217122205696","kitrun2"
"1730003941298168037","Wed Nov 29 23:54:04 +0000 2023","0","@Kimberley_2024 Biarlah pendukung sebelah bilang program mkn siang tp sengsara 5 th(berarti pendukung tsb sdh mengakui Presiden 2024 adl pak Prabowo)dgn program mkn siang tsb pak Prabowo sdg memberi rzk kpd pedagang kecil spt beras bumbu dapur sembako dll cepat laku dan setiap hari mereka nyetok","1730012279809384778","","Kimberley_2024","in","","0","0","0","https://twitter.com/Budionotaslim3/status/1730012279809384778","1395713255637585923","Budionotaslim3"
"1730011427820454264","Wed Nov 29 23:50:41 +0000 2023","0","Presiden Jokowi adalah seorang presiden mentor Guru tauladan dan Bpk yg sangat baik rendah hati . Beliau bisa mengajarkan seorang Prabowo Subianto menjadi seorang yang humble . Jauh dari sosok Prabowo yg sebelum 2019 . Terima Kasih Pak @jokowi https://t.co/d0TkIoEKqa","1730011427820454264","https://pbs.twimg.com/ext_tw_video_thumb/1730011375173545984/pu/img/K3EffDccDCpF4L24.jpg","","in","","0","0","0","https://twitter.com/TitaMar80993092/status/1730011427820454264","1598344201409699841","TitaMar80993092"
"1729801058933756022","Wed Nov 29 23:49:43 +0000 2023","0","@RajaJuliAntoni @BurhanMuhtadi Lha iya. Lembaga survei nya Burhan kan sudah jadi konsultan politik Prabowo. Walau TETAP GAK NGEFEK. KARENA INDONESIA SEDANG MENCARI PRESIDEN. BUKAN MEMILIH BADUT GEMOY ATAU KONTES BAYI GEMBROT.","1730011186320850955","","RajaJuliAntoni","in","","0","0","0","https://twitter.com/Indonesiaguyub/status/1730011186320850955","268687443","Indonesiaguyub"
"1729832955126886672","Wed Nov 29 23:49:29 +0000 2023","0","@tempodotco Prabowo presiden anak indoensia bebas stunting","1730011125453148512","","tempodotco","in","","0","0","0","https://twitter.com/jnwfkpjydx875/status/1730011125453148512","2758544867","jnwfkpjydx875"
"1729509275020456216","Wed Nov 29 23:47:04 +0000 2023","0","@OssyDermawan Saya 2 kali pilih prabowo karena kemarin kelihatannya memang mau merubah ke arah yang baik. Tapi sekarang kok malah milih wakil yang cacat etika yang licik mentang-mentang Anak presiden. Dan lagi lagaknya wores ini angkuh sekali... Sudahlah ga bakalan milih Prabowo lagi!!","1730010520210858413","","OssyDermawan","in","","0","0","0","https://twitter.com/hermansyukur/status/1730010520210858413","119633792","hermansyukur"
"1730010434306977842","Wed Nov 29 23:46:44 +0000 2023","33","Sri Mulyani mengungkap isi pertemuan antara Presiden Joko Widodo (Jokowi) dan Menteri Pertahanan Prabowo Subianto di Istana Bogor pada Selasa (28/11). https://t.co/mXhR6BJNjj","1730010434306977842","","","in","","2","11","6","https://twitter.com/detikcom/status/1730010434306977842","69183155","detikcom"
"1729847788194984117","Wed Nov 29 23:44:49 +0000 2023","0","@tvOneNews Prabowo Gibran PRESIDEN 2024...... Negara ini tidak akan pernah maju dengan pemimpin2 yg tidak punya keberanian membangun untuk INDONESIA MAJU.... Cm d Kaji kaji dan kajiiiiiii ulang ....","1730009952859939281","","tvOneNews","in","","0","0","0","https://twitter.com/Hendraw38434544/status/1730009952859939281","1539111273400614913","Hendraw38434544"
"1729771749959426239","Wed Nov 29 23:22:05 +0000 2023","0","@DedynurPalakka @jokowi Prabowo aja bilang Indonesia bubar 2030 kok makanya dia kepengen jd presiden biar bisa mewujudkan itu di 2030 ","1730004233205023208","","DedynurPalakka","in","","0","0","0","https://twitter.com/Bg_Manggor/status/1730004233205023208","1601972140294610944","Bg_Manggor"
"1729999321687576887","Wed Nov 29 23:02:34 +0000 2023","1","Bertemu Prabowo Presiden KSPN Curhat Soal Kesejahteraan Buruh https://t.co/9PDaeSFyxJ #Pemilu","1729999321687576887","","","in","Jakarta","2","2","0","https://twitter.com/liputan6dotcom/status/1729999321687576887","47596019","liputan6dotcom"
"1729782601018216548","Wed Nov 29 22:52:09 +0000 2023","0","@OktavianusYahy1 @prabowo Pak Prabowo koq terpincang pincang gitu jalannya ya semoga panjang umur klo terpilih jadi presiden terus berhalangan yg gantiin addduuhhh... awokawokawokwok...","1729996699765248128","","OktavianusYahy1","in","","0","0","0","https://twitter.com/Dejavuu33/status/1729996699765248128","189455584","Dejavuu33"
"1729987620066009153","Wed Nov 29 22:16:04 +0000 2023","1"," Ada beberapa hal yang kemudian cara pandang beliau sangat sejalan dengan aspirasi dengan harapan kami bagaimana supaya kondisi pekerja buruh Indonesia ke depan makin baik ujar Presiden KSPN Ristadi. &lt; #Prabowo #Gibran #PrabowoGibran #Pemilu2024KCM https://t.co/2xAE7dfZtn","1729987620066009153","","","in","Jakarta","1","1","0","https://twitter.com/kompascom/status/1729987620066009153","23343960","kompascom"
"1729985865697681425","Wed Nov 29 22:09:06 +0000 2023","0","Ketua TKN Prabowo Subianto-Gibran Rakabuming Raka Rosan Perkasa Roeslani memastikan Prabowo dan Presiden Jokowi tidak berbicara mengenai politik saat bertemu di Istana Kepresidenan Bogor Jawa Barat Selasa (28/11/2023) kemarin. &lt; #Prabowo #Jokowi https://t.co/vkKjTHvBXX","1729985865697681425","","","in","Jakarta","0","3","0","https://twitter.com/kompascom/status/1729985865697681425","23343960","kompascom"
"1729832955126886672","Wed Nov 29 22:02:33 +0000 2023","0","@tempodotco Prabowo presiden indonesia bebas stunting","1729984218447638914","","tempodotco","in","","0","0","0","https://twitter.com/yjdboyfomsvj5/status/1729984218447638914","2758555847","yjdboyfomsvj5"
"1729855611062403372","Wed Nov 29 21:53:20 +0000 2023","0","@drReUtari08 @prabowo Kesian ya calon pemimpin cman jual kebodohan","1729981896661311498","","drReUtari08","in","","0","1","0","https://twitter.com/IyeSifulan86051/status/1729981896661311498","1702329466612219904","IyeSifulan86051"
