created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Dec 13 23:59:53 +0000 2023;1735087176235499640;"@zy_zy_its_me 🤣 🤣 🤣 Anies itu di pilih dulu 2016 krn elektabilitasnya bagus dianggap bisa lawan ahok, prabowo gak bodoh kalo elektabilitas anies jelek gak bakal di pilih, jd prabowo waktu itu butuh anies dan reza patra org gerindra menjabat tuh.";0;0;0;0;in;1530570237753831424;1734872270706008124;xz_ery;https://twitter.com/xz_ery/status/1735087176235499640
Wed Dec 13 23:59:22 +0000 2023;1735087046191137033;"@gilinganbesi @Hasbil_Lbs @prabowo @aniesbaswedan Salah satu syarat tak tertulis jadi politisi memang harus kuat malu, kuat bebal, kuat bekelit, kuat adu argument justru orang² seperti itu yg bakal menang, ibarat kita sekolah nih yg nyebelin yg cari muka itu yg terkenal ya gak? 😁";0;0;0;2;in;197711564;1734822919061242281;menkosaurus;https://twitter.com/menkosaurus/status/1735087046191137033
Wed Dec 13 23:58:49 +0000 2023;1735086904864035326;"Pendukung Pak Prabowo terkaing2 sambil coba menutupi kekalahan debat kemaren dg menyerang membabi buta. Politik santuy....? Ah ternyata ibarat Boneka Tirek, terlihat lucu padahal BUAS.... https://t.co/eAT4oqu2si";0;1;0;2;in;803259163534979072;1735086904864035326;BahrudinHm;https://twitter.com/BahrudinHm/status/1735086904864035326
Wed Dec 13 23:56:38 +0000 2023;1735086356958007359;"@zy_zy_its_me Mungkin otakmu yg kurang cerdas menyikapi pertanyaan Anies, debat itu utk orang2 cerdas karena memerlukan kecerdasan utk menjawab, tidak menggunakan perasaan. Jika saya di tim nomor 2 saya malu melihat capres jagoan saya bersikap spt prabowo.";0;0;0;0;in;1474937083869347844;1734872270706008124;PohanSapwan;https://twitter.com/PohanSapwan/status/1735086356958007359
Wed Dec 13 23:55:57 +0000 2023;1735086183624171706;"@Resty_J_Cayah @Dahnilanzar @prabowo sumpah ini jahat banget komplotan yg provokasi prabowo utk maju lagi. prabowo dg naifnya percaya dg gerombolan itu, menuruti semua kemauan mrk, tmsk permintaan utk mengkianati org2 yg dulu memilihnya.  menjelang maghrib, prabowo baru disokong. itu pun dititipi bocil dongo. tega.";3;1;6;57;in;153369068;1734905784788721830;roymz_13;https://twitter.com/roymz_13/status/1735086183624171706
Wed Dec 13 23:55:45 +0000 2023;1735086132952744270;"@icikiwir_08 @mpoklela7 @OppungTp @ganjarpranowo @PDI_Perjuangan Itu hanya krn kamu  menghendaki seorang pelanggar HAM spt ayah @Prabowo menjadi Capres, kan ? Padahal akan ada bahaya besar bagi bangsa ini jika dia terpilih.";0;0;0;0;in;1460497422413549571;1734921101233578483;MikaelMarut1;https://twitter.com/MikaelMarut1/status/1735086132952744270
Wed Dec 13 23:55:37 +0000 2023;1735086102141444597;"@msaid_didu @prabowo emang miskin etika dah. etika hukum, etika pribadi";0;0;0;0;in;1071757080598441984;1734858923008803160;iswara_gandi;https://twitter.com/iswara_gandi/status/1735086102141444597
Wed Dec 13 23:55:15 +0000 2023;1735086010818806201;"@ajengcute16__ Naaahhh kan tujuan utamanya itu, 2019 pasca kalah pun ngemis ke jokowi tapi yang di tawari masuk kabinet cuma prabowo dan sandiaga.";0;0;0;0;in;1290461423420743680;1734877134534083020;taufikh22324486;https://twitter.com/taufikh22324486/status/1735086010818806201
Wed Dec 13 23:55:02 +0000 2023;1735085955869184371;"@VIVAcoid Nggak habis-habis bedaknya.. semua capres jujur. Mungkin karena Prabowo malah terlihat bodoh kalah berargumentasi, terus menstigma calon lain nggak jujur";0;0;0;2;in;1136467266;1734968820429942968;LutfiElFatih;https://twitter.com/LutfiElFatih/status/1735085955869184371
Wed Dec 13 23:54:30 +0000 2023;1735085819432722839;"@PartaiSocmed @aniesbaswedan @prabowo Awas nanti kalo survey kalah, terus blunder ngomong bisa di bawa pasukan real madrid berjuta juta";0;0;0;0;in;895629498791542784;1734926880015601827;strayyyy__;https://twitter.com/strayyyy__/status/1735085819432722839
