"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1734568455725342992","Wed Dec 13 23:54:19 +0000 2023","1","@bobakpopoat @Hsyifa @MursidTri @kikysaputrii Iya prestasi boleh tapi selama beliau mimpin jakarta apa yang udh beliau buat? Sebelum reply ada baiknya baca dengan seksama videonya. Itu udah tercantum soalnya. Kalo gak tercantum berarti belum terlaksana. Gak semua pemimpin bisa penuhin semua janji manis termasuk anies","1735085773106622933","","bobakpopoat","in","Jakarta - Indonesia","0","2","0","https://twitter.com/raenakim13/status/1735085773106622933","1438933489","raenakim13"
"1734872270706008124","Wed Dec 13 23:53:57 +0000 2023","0","@zy_zy_its_me Namanya juga debat pilpres janga. Baper dong. P Anies juga gak lupa kok. Tapi yang lebih berjasa ya rakyat Jakarta lah kan kekuasaan tertinggi ada di rakyat","1735085682199330871","","zy_zy_its_me","in","","0","0","0","https://twitter.com/Alief1403/status/1735085682199330871","1670952518690668544","Alief1403"
"1734822630417711240","Wed Dec 13 23:52:10 +0000 2023","0","@joker523122 @Yurissa_Samosir Benar ga ada yg menang tapi dr debat tsb dilihat siapa calon yg baik dan siapa yg cuma main main. Hanya Anies yg secara elegan menjawab dan membawakan visi misi nya.","1735085232960024636","","joker523122","in","","0","0","0","https://twitter.com/GoblegAsal/status/1735085232960024636","1476021941261651970","GoblegAsal"
"1734804153854255203","Wed Dec 13 23:52:05 +0000 2023","0","@jansen_jsp @prabowo Ya klo mau nyomot kalimat Ahok ga usah munafik lah . 2 partai pengusung Anies kan bukan oposisi klo demokrasi menurun Jokowi bsa aja tak mengizinkan mereka berkoalisi. Iya kaget jg Anis sperti tak menghargai jasa pak Prabowo waktu silam.","1735085210403008777","","jansen_jsp","in","","0","0","0","https://twitter.com/CangkemAngel/status/1735085210403008777","1457862336660729857","CangkemAngel"
"1734872270706008124","Wed Dec 13 23:52:04 +0000 2023","0","@zy_zy_its_me Narasi2 bodoh seperti ini adalah mengambarkan seberapa besar isi kepala anda. Ini adalah kompetisi pilpres bukan masalah pribadi. Secara pribadi pasti pak anies menaruh hormat. Tolong bedakan masalah pribadi dan masalah publik paham.","1735085208649822692","","zy_zy_its_me","in","","0","0","0","https://twitter.com/Muhsalmanfaris1/status/1735085208649822692","1527827059036553217","Muhsalmanfaris1"
"1735085006643712067","Wed Dec 13 23:51:16 +0000 2023","1","Kualitas Jubir Anies masih muda keren analisa ttg pendidikan. https://t.co/fCxmjOm1DY","1735085006643712067","https://pbs.twimg.com/ext_tw_video_thumb/1735084787839492096/pu/img/99XUptfxLV_8Ybzj.jpg","","in","Kota Surabaya, Jawa Timur","0","0","0","https://twitter.com/IwanIwanely72/status/1735085006643712067","1603537926482145280","IwanIwanely72"
"1734872270706008124","Wed Dec 13 23:50:57 +0000 2023","0","@zy_zy_its_me Parah kalau otak orang indonesia seperti ini ... kebenaran harus di tegakkan bukan karna balas budi ... kalau mental seperti ini ga akan ada keadilan dan prabowo dukung anies pasti krn yakin anies menang dan memiliki potensi","1735084926394130460","","zy_zy_its_me","in","","0","0","0","https://twitter.com/bambang01014613/status/1735084926394130460","1641045037323808770","bambang01014613"
"1734728023277224226","Wed Dec 13 23:50:50 +0000 2023","1","@Bintang76288009 @MichaelNababani Bener Anies didukung Prabowo nyagub di DKI. Tapi Anies bisa menang jadi gubernur karena dukungan geng radikal seperti FPI 212 HTI dll. Jadi menangnya Anies di DKI bukan karena Prabowo... ","1735084896333570171","","Bintang76288009","in","Indonesia","0","0","0","https://twitter.com/rizieqdivist/status/1735084896333570171","453931027","rizieqdivist"
"1734910940414611854","Wed Dec 13 23:49:19 +0000 2023","8","@VIVAcoid Anies ini ibarat rocky gerung versi baik anjirr loe mau tnya apapun itu pasti dia jawab dan itu semua pake data","1735084514970603918","","VIVAcoid","in","","0","0","0","https://twitter.com/IhzaaaMarwan/status/1735084514970603918","1725010867409088512","IhzaaaMarwan"
"1735084511539712047","Wed Dec 13 23:49:18 +0000 2023","0","@UbahBareng min kapan pertanyaan sy ttg program konkrit kesejahteraan dosen ditanyakan ? Pilihan sy skrg antara nnti berangkat milih anies atau golput trgntung janji konkrit anies utk dosen Sbg perbandingan GaFud bikin janji utk gaji guru up to 30jt tp sy gamilih krn partainya","1735084511539712047","","UbahBareng","in","Faroe Islands","0","0","0","https://twitter.com/fatmount_alpaca/status/1735084511539712047","1646754959046881280","fatmount_alpaca"
